UserName,UserDate,UserInfo,ReviewTitle,Rating,RatingAttribute,ReviewContent,CreatedDate
Huỳnh Lê Vân,Đã tham gia 4 năm,"Đã viết
9 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 1 tháng trướcĐã dùng 2 ngày
Phạm Duy,Đã tham gia 4 năm,"Đã viết
1 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",,Đánh giá vào 2 tháng trướcĐã dùng 2 tháng
Yoga Thanh Moc,Đã tham gia 2 năm,"Đã viết
11 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",Sách hay,Đánh giá vào 1 năm trướcĐã dùng 4 tháng
Vũ Thị Thuý Hoài,Đã tham gia 5 năm,"Đã viết
14 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 2 tháng trướcĐã dùng 3 tháng
Việt Nguyễn,Đã tham gia 2 năm,"Đã viết
10 Đánh giá",Cực kì hài lòng,,,Cũm ổn,Đánh giá vào 1 năm trướcĐã dùng 4 phút
Nguyễn Thị Kiều Oanh,Đã tham gia 5 năm,"Đã viết
9 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 2 tháng trướcĐã dùng 1 ngày
Lê Khả Lĩnh,Đã tham gia 4 năm,"Đã viết
4 Đánh giá",Cực kì hài lòng,,,"Nội dung sách hấp dẫn, cuốn hút🤔
Sách đóng gói ổn không vấn đề gì",Đánh giá vào 2 năm trướcĐã dùng 7 giờ
Kỉn,Đã tham gia 7 năm,"Đã viết
33 Đánh giá",Cực kì hài lòng,,,"Mới đọc được vài chương! Nói đúng thực tế xã hội! 
Rất thiết thực dễ hiểu!",Đánh giá vào 2 năm trướcĐã dùng 4 ngày
Nguyễn Hữu Hạn,Đã tham gia 7 năm,"Đã viết
17 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 2 tháng trướcĐã dùng 1 tháng
MAN GIANG,Đã tham gia 6 năm,"Đã viết
14 Đánh giá",Cực kì hài lòng,,,Tốt,Đánh giá vào 3 tháng trướcĐã dùng 1 giờ
Võ Thị Kim Ngân,Đã tham gia 5 năm,"Đã viết
16 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 2 tháng trướcĐã dùng 1 tháng
Huỳnh Ngọc An,Đã tham gia 3 năm,"Đã viết
25 Đánh giá",Cực kì hài lòng,,,hay,Đánh giá vào 1 năm trướcĐã dùng 9 giờ
Hieu Le,Đã tham gia 11 năm,"Đã viết
751 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 2 tháng trướcĐã dùng 4 tháng
Nguyễn Trung Hoàng,Đã tham gia 5 năm,"Đã viết
7 Đánh giá",Cực kì hài lòng,,,"Giao rất nhanh,chất lượng tốt",Đánh giá vào 9 tháng trướcĐã dùng 2 giờ
Tạ Đức Huy,Đã tham gia 6 năm,"Đã viết
27 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 2 tháng trướcĐã dùng 4 tháng
Hồng Lạc,Đã tham gia 2 năm,"Đã viết
2 Đánh giá",Cực kì hài lòng,,,Tốt,Đánh giá vào 1 năm trướcĐã dùng 6 giờ
Khắc Duy,Đã tham gia 5 năm,"Đã viết
24 Đánh giá",Cực kì hài lòng,,,"Giao Hàng Nhanh, Sách cực kỳ đẹp và không bị hư hỏng. Nhân Viên Thân Thiện.",Đánh giá vào 2 năm trướcĐã dùng 2 ngày
Trần Thành Trung,Đã tham gia 7 năm,"Đã viết
9 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu","Đóng gói cẩn thận , chất liệu giấy tốt",Đánh giá vào 1 năm trướcĐã dùng 3 tháng
Đại Phạm,Đã tham gia 5 năm,"Đã viết
13 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 2 tháng trướcĐã dùng 6 giờ
Nguyễn Hà,Đã tham gia 3 năm,"Đã viết
10 Đánh giá",Cực kì hài lòng,,,"Sách mới, chữ in dễ đọc. Giao hàng nhanh hơn dự kiến. Dịch vụ của tiki rất tốt.",Đánh giá vào 2 năm trướcĐã dùng 2 giờ
Nam TC,Đã tham gia không xác định,"Đã viết
12 Đánh giá",Cực kì hài lòng,,,"Sách hay, giao hàng nhanh, mới đặt mà hôm sau đã có !",Đánh giá vào 1 năm trướcĐã dùng 1 giờ
Lương Hữu Quyết,Đã tham gia 5 năm,"Đã viết
13 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",Hay luôn,Đánh giá vào 4 tháng trướcĐã dùng 1 tháng
Subi Nhi,Đã tham gia 6 năm,"Đã viết
2 Đánh giá",Cực kì hài lòng,,,Giao hàng nhanh lém. Đóng gói chắc chắn,Đánh giá vào 1 năm trướcĐã dùng 7 phút
Võ Thái Thuận,Đã tham gia 9 năm,"Đã viết
88 Đánh giá",Cực kì hài lòng,,,Hữu ích,Đánh giá vào 2 năm trướcĐã dùng 12 ngày
Thao Nguyen,Đã tham gia 7 năm,"Đã viết
3 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 1 năm trướcĐã dùng 1 ngày
Tịnh Tâm,Đã tham gia 5 năm,"Đã viết
48 Đánh giá",Cực kì hài lòng,,,Mình mới mua và đang đọc theo mình thấy rất hay . Sẽ ủng hộ shop lâu dài ☺️,Đánh giá vào 2 năm trướcĐã dùng 2 ngày
DƯƠNG MỸ TIÊN,Đã tham gia 5 năm,"Đã viết
16 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 3 tháng trướcĐã dùng 1 tháng
Kim Tuyến,Đã tham gia 5 năm,"Đã viết
130 Đánh giá",Cực kì hài lòng,,,.,Đánh giá vào 3 tháng trướcĐã dùng 3 tháng
Huyền Trương,Đã tham gia 7 năm,"Đã viết
1 Đánh giá",Cực kì hài lòng,,,1 cuốn sách có sự lôi cuốn,Đánh giá vào 2 năm trướcĐã dùng 1 ngày
Vy Nguyễn,Đã tham gia 3 năm,"Đã viết
11 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu","Rất đẹp, sách mới",Đánh giá vào 2 năm trướcĐã dùng 1 tháng
Ramos Đính,Đã tham gia 3 năm,"Đã viết
28 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",Sách hay lắm mn ạ nên mua nha sẽ giúp ích cho mn nhiều trong cuộc sống ạ,Đánh giá vào 2 năm trướcĐã dùng 1 tháng
An Phan,Đã tham gia 4 năm,"Đã viết
5 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 3 tháng trướcĐã dùng 2 tháng
Truc Linh,Đã tham gia 3 năm,"Đã viết
29 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 3 tháng trướcĐã dùng 1 tháng
Thảo Nguyên,Đã tham gia 2 năm,"Đã viết
2 Đánh giá",Cực kì hài lòng,,"Bìa đẹp, bắt mắt, chất lượng giấy tốt, in ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi",Rất hài lòng sẽ ủng hộ,Đánh giá vào 2 năm trướcĐã dùng 4 giờ
Võ Tuấn Kiệt,Đã tham gia 6 năm,"Đã viết
21 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",Nội dung hay. Mình học đườc nhiều điều bổ ít.,Đánh giá vào 1 năm trướcĐã dùng 1 tháng
Su Su,Đã tham gia 5 năm,"Đã viết
24 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 1 năm trướcĐã dùng 1 ngày
Minh Nga,Đã tham gia 5 năm,"Đã viết
4 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 4 tháng trướcĐã dùng 1 tháng
V Phi Long,Đã tham gia 4 năm,"Đã viết
5 Đánh giá",Cực kì hài lòng,,,Đẹp,Đánh giá vào 2 năm trướcĐã dùng 25 phút
Dương Mai Liên,Đã tham gia 6 năm,"Đã viết
6 Đánh giá",Cực kì hài lòng,,,Giao nhanh sách đẹp hàng chất lượng,Đánh giá vào 1 năm trướcĐã dùng 28 phút
Linh Vũ,Đã tham gia 3 năm,"Đã viết
2 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 4 tháng trướcĐã dùng 2 giờ
Võ Thị Cúc,Đã tham gia 6 năm,"Đã viết
1 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 4 tháng trướcĐã dùng 2 tháng
Nguyễn Phước An,Đã tham gia 6 năm,"Đã viết
30 Đánh giá",Cực kì hài lòng,,,giao nhanh,Đánh giá vào 2 năm trướcĐã dùng 5 ngày
Việt Hà Phạm,Đã tham gia 4 năm,"Đã viết
24 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 4 tháng trướcĐã dùng 1 tháng
Thành Trần,Đã tham gia 4 năm,"Đã viết
3 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 4 tháng trướcĐã dùng 5 ngày
Tran Hang,Đã tham gia 9 năm,"Đã viết
15 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 4 tháng trướcĐã dùng 5 ngày
Hoang Truc,Đã tham gia 2 năm,"Đã viết
3 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",,Đánh giá vào 2 năm trướcĐã dùng 2 tháng
Nguyễn Thị Hiền Thục,Đã tham gia 5 tháng,"Đã viết
2 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 4 tháng trướcĐã dùng 3 ngày
Nguyễn Ngọc Duyên,Đã tham gia 5 năm,"Đã viết
44 Đánh giá",Cực kì hài lòng,,,Ok,Đánh giá vào 2 năm trướcĐã dùng 5 ngày
Lê Mỹ Phượng,Đã tham gia 8 năm,"Đã viết
74 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",,Đánh giá vào 5 tháng trướcĐã dùng 3 tháng
Liêng Hiếu,Đã tham gia 2 năm,"Đã viết
12 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",Sách mới. Đẹp. Nhưng phần bìa sách làm vẫn chưa tốt!,Đánh giá vào 1 năm trướcĐã dùng 1 tháng
Nguyễn Công Đức,Đã tham gia 8 năm,"Đã viết
227 Đánh giá",Cực kì hài lòng,,,Ok,Đánh giá vào 2 năm trướcĐã dùng 2 ngày
Thanh Thanh,Đã tham gia 7 năm,"Đã viết
9 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 5 tháng trướcĐã dùng 3 phút
Dung Nguyễn,Đã tham gia 4 năm,"Đã viết
26 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 2 năm trướcĐã dùng 3 giờ
Trần Nghĩa,Đã tham gia 4 năm,"Đã viết
29 Đánh giá",Cực kì hài lòng,,"Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích",Sách đẹp lắm,Đánh giá vào 2 năm trướcĐã dùng 1 giờ
Thai Hoa,Đã tham gia 2 năm,"Đã viết
4 Đánh giá",Cực kì hài lòng,,,Cách nhìn nhận khác và suy nghĩ khác!,Đánh giá vào 1 năm trướcĐã dùng 4 tháng
Nguyễn Nhân,Đã tham gia 6 năm,"Đã viết
4 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 5 tháng trướcĐã dùng 2 phút
Kim Khánh,Đã tham gia 2 năm,"Đã viết
24 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 5 tháng trướcĐã dùng 4 giờ
Võ Phước Hưng,Đã tham gia 7 năm,"Đã viết
75 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 5 tháng trướcĐã dùng 7 ngày
Hong Hai,Đã tham gia 3 năm,"Đã viết
13 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 5 tháng trướcĐã dùng 1 tháng
Dung Nguyen,Đã tham gia 6 năm,"Đã viết
2 Đánh giá",Cực kì hài lòng,,,"mua dịp cuối năm sale 50% được giá khá hời, giao hành nhanh",Đánh giá vào 2 năm trướcĐã dùng 1 ngày
Tuấn Lê,Đã tham gia 6 năm,"Đã viết
165 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 5 tháng trướcĐã dùng 1 giờ
Tuấn Anh,Đã tham gia 5 năm,"Đã viết
7 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",,Đánh giá vào 5 tháng trướcĐã dùng 3 tháng
Trần Lingu,Đã tham gia 11 năm,"Đã viết
23 Đánh giá",Cực kì hài lòng,,,Good,Đánh giá vào 2 năm trướcĐã dùng 2 giờ
Thien Nguyen,Đã tham gia 6 năm,"Đã viết
2 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",,Đánh giá vào 6 tháng trướcĐã dùng 1 tháng
Lien Nguyen,Đã tham gia 3 năm,"Đã viết
13 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 6 tháng trướcĐã dùng 11 ngày
Lê Văn Dùng,Đã tham gia 4 năm,"Đã viết
7 Đánh giá",Cực kì hài lòng,,,"đóng gói sơ xài, mà tội a shipper thiệt, 9h đêm còn đi giao hàng",Đánh giá vào 2 năm trướcĐã dùng 8 giờ
Huỳnh Thị Anh Thư,Đã tham gia 4 năm,"Đã viết
3 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 6 tháng trướcĐã dùng 8 giờ
Danh Phạm,Đã tham gia 1 năm,"Đã viết
1 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",,Đánh giá vào 6 tháng trướcĐã dùng 4 tháng
Huỳnh Tấn Tài,Đã tham gia 5 năm,"Đã viết
7 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",,Đánh giá vào 6 tháng trướcĐã dùng 4 tháng
Vũ Ngọc Ánh,Đã tham gia 3 năm,"Đã viết
10 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 6 tháng trướcĐã dùng 10 giờ
Bui Mai Ngoc,Đã tham gia 7 năm,"Đã viết
6 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 2 năm trướcĐã dùng 2 ngày
Bùi Hải Hà My,Đã tham gia 3 năm,"Đã viết
19 Đánh giá",Cực kì hài lòng,,,"Sách ko bọc seal, nhưng may là ko bị ảnh hưởng quá nhiều nên cũng ko sao",Đánh giá vào 2 năm trướcĐã dùng 2 ngày
Trần Kim Ngân,Đã tham gia 4 năm,"Đã viết
18 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",Cuốn này nên đọc nha mọi ngườiiii. Hay lắm ák!,Đánh giá vào 1 năm trướcĐã dùng 2 tháng
Nam Nguyen,Đã tham gia 5 năm,"Đã viết
6 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 6 tháng trướcĐã dùng 2 ngày
Phạm Thị Quỳnh Hương,Đã tham gia 6 năm,"Đã viết
33 Đánh giá",Cực kì hài lòng,,,10/10,Đánh giá vào 2 năm trướcĐã dùng 3 ngày
Trung Huỳnh,Đã tham gia 1 năm,"Đã viết
15 Đánh giá",Cực kì hài lòng,,,Sách ok,Đánh giá vào 7 tháng trướcĐã dùng 2 ngày
Luu Van Dung,Đã tham gia 3 năm,"Đã viết
3 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 6 tháng trướcĐã dùng 3 tháng
Hồ Đặng Khánh Huyền,Đã tham gia 5 năm,"Đã viết
7 Đánh giá",Cực kì hài lòng,,,Sách hay. Mà sao không search được chân dung tác giả á,Đánh giá vào 2 năm trướcĐã dùng 4 ngày
Vũ Đức Thành,Đã tham gia 12 năm,"Đã viết
103 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu","Nội dung hay, bìa đẹp",Đánh giá vào 1 năm trướcĐã dùng 4 tháng
Lê Chiến,Đã tham gia 11 năm,"Đã viết
21 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 2 năm trướcĐã dùng 3 tháng
DOAN CONG VIEN,Đã tham gia 7 năm,"Đã viết
21 Đánh giá",Cực kì hài lòng,,"Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",,Đánh giá vào 6 tháng trướcĐã dùng 2 tháng
Đỗ Văn Thư,Đã tham gia 6 năm,"Đã viết
7 Đánh giá",Cực kì hài lòng,,,giao hàng nhanh chóng,Đánh giá vào 1 năm trướcĐã dùng 10 phút
Phan Vĩnh Thuận,Đã tham gia 5 năm,"Đã viết
4 Đánh giá",Cực kì hài lòng,,"Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",Rất ok,Đánh giá vào 2 năm trướcĐã dùng 1 giờ
Tiffany Tran,Đã tham gia 4 năm,"Đã viết
8 Đánh giá",Cực kì hài lòng,,,Giao nhanh. Đọc sơ nội dung thấy rất thích,Đánh giá vào 1 năm trướcĐã dùng 1 giờ
Hong Yen,Đã tham gia 2 năm,"Đã viết
4 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu","Bìa và giấy sách đẹp, nội dung khá hay, tiki giao hàng siêu nhanh ạ.",Đánh giá vào 2 năm trướcĐã dùng 1 ngày
Đạt Nguyễn,Đã tham gia 6 năm,"Đã viết
2 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",Sách hay nha. Đọc nhiều chương thấy bản thân trong đó.,Đánh giá vào 2 năm trướcĐã dùng 1 tháng
Gia Ân,Đã tham gia 9 năm,"Đã viết
187 Đánh giá",Cực kì hài lòng,,,💙,Đánh giá vào 2 năm trướcĐã dùng 1 ngày
Trần An,Đã tham gia 11 năm,"Đã viết
39 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 7 tháng trướcĐã dùng 3 tháng
Dương T Ngọc Thoa,Đã tham gia 6 năm,"Đã viết
79 Đánh giá",Cực kì hài lòng,,,Sách đẹp,Đánh giá vào 2 năm trướcĐã dùng 15 phút
Hoàng Ngọc Hạnh,Đã tham gia 1 năm,"Đã viết
7 Đánh giá",Cực kì hài lòng,,,"Sách mới, gói cẩn thận, đáng giá mua",Đánh giá vào 1 năm trướcĐã dùng 2 ngày
Trần Thị Huyền,Đã tham gia 2 năm,"Đã viết
5 Đánh giá",Cực kì hài lòng,,,gói kỹ càng,Đánh giá vào 2 năm trướcĐã dùng 3 phút
Lưu Trần Anh Phát,Đã tham gia 6 năm,"Đã viết
213 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 7 tháng trướcĐã dùng 2 ngày
Mark Tú Huỳnh,Đã tham gia 4 năm,"Đã viết
833 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 2 năm trướcĐã dùng 2 giờ
Trần Khải Uy,Đã tham gia 4 năm,"Đã viết
19 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 2 năm trướcĐã dùng 7 giờ
Nguyễn Hữu Hưng,Đã tham gia 5 năm,"Đã viết
4 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 7 tháng trướcĐã dùng 1 tháng
Trần Minh Thư,Đã tham gia 3 năm,"Đã viết
32 Đánh giá",Cực kì hài lòng,,,Ok,Đánh giá vào 2 năm trướcĐã dùng 2 ngày
Pham Ngoc,Đã tham gia 6 năm,"Đã viết
36 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",Đọc cũng thấy ổn. Giao hàng nhanh. Đóng hành cẩn thận,Đánh giá vào 2 năm trướcĐã dùng 12 ngày
Lê Thị Mỹ Tiên,Đã tham gia 2 năm,"Đã viết
21 Đánh giá",Cực kì hài lòng,,,Mua đợt hội sách onl nên giá oke lắm! Sách hay lắm,Đánh giá vào 2 năm trướcĐã dùng 6 ngày
軽 い風,Đã tham gia 5 năm,"Đã viết
28 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 7 tháng trướcĐã dùng 7 giờ
Anh Thu Nguyen,Đã tham gia 5 năm,"Đã viết
51 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 2 năm trướcĐã dùng 2 giờ
Nguyễn Sỹ Thân,Đã tham gia 6 năm,"Đã viết
20 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 7 tháng trướcĐã dùng 5 tháng
Thư Phạm,Đã tham gia 4 năm,"Đã viết
2 Đánh giá",Cực kì hài lòng,,,"Sách hay, đóng gói chắc chắn, giao hàng rất nhanh",Đánh giá vào 2 năm trướcĐã dùng 1 ngày
Gia Hân Trần,Đã tham gia 6 năm,"Đã viết
7 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 2 năm trướcĐã dùng 8 giờ
Võ Mỹ Dung,Đã tham gia 4 năm,"Đã viết
28 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu","Nội dung bổ ích, chủ yếu về tâm lý học.",Đánh giá vào 2 năm trướcĐã dùng 1 tháng
Nhi Mai,Đã tham gia 3 năm,"Đã viết
2 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 8 tháng trướcĐã dùng 3 tháng
Mạnh Cảnh,Đã tham gia 3 năm,"Đã viết
8 Đánh giá",Cực kì hài lòng,,,Ok,Đánh giá vào 2 năm trướcĐã dùng 4 ngày
The Anh,Đã tham gia 2 năm,"Đã viết
2 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",,Đánh giá vào 2 năm trướcĐã dùng 5 giờ
Phương Nhã,Đã tham gia 4 năm,"Đã viết
23 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",,Đánh giá vào 8 tháng trướcĐã dùng 2 tháng
Hoang Loan,Đã tham gia 1 năm,"Đã viết
3 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu","Sách giao nhanh, đóng gói cẩn thận",Đánh giá vào 1 năm trướcĐã dùng 11 ngày
Mai Hải,Đã tham gia 3 năm,"Đã viết
48 Đánh giá",Cực kì hài lòng,,,Tốt,Đánh giá vào 2 năm trướcĐã dùng 1 giờ
Cường Nguyễn,Đã tham gia 1 năm,"Đã viết
2 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 8 tháng trướcĐã dùng 4 giờ
Son Nguyen,Đã tham gia 8 năm,"Đã viết
66 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 8 tháng trướcĐã dùng 2 tháng
Hương Phạm,Đã tham gia 1 năm,"Đã viết
2 Đánh giá",Cực kì hài lòng,,,Nhỏ nhắn dễ dàng mang đi,Đánh giá vào 1 năm trướcĐã dùng 1 ngày
Van Thi Hoang Lan,Đã tham gia 8 năm,"Đã viết
85 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 8 tháng trướcĐã dùng 26 phút
Minh Ngọc,Đã tham gia 6 năm,"Đã viết
11 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 8 tháng trướcĐã dùng 3 tháng
Vương Kim Loan,Đã tham gia 2 năm,"Đã viết
35 Đánh giá",Cực kì hài lòng,,,"Sách nội dung rất hay, rất hàu lòng",Đánh giá vào 1 năm trướcĐã dùng 2 ngày
A A,Đã tham gia 4 năm,"Đã viết
11 Đánh giá",Cực kì hài lòng,,,"sách rất hay, bookmark đẹp, đáng tiền",Đánh giá vào 1 năm trướcĐã dùng 11 ngày
Nhật Trường,Đã tham gia 5 năm,"Đã viết
5 Đánh giá",Cực kì hài lòng,,,"Sách hay, dành cho các bậc cha mẹ muốn nuôi dạy con tốt",Đánh giá vào 2 năm trướcĐã dùng 2 tháng
Minh Anh Vũ,Đã tham gia 6 năm,"Đã viết
3 Đánh giá",Cực kì hài lòng,,,"Sách nguyên vẹn, nội dung cuốn hút",Đánh giá vào 1 năm trướcĐã dùng 3 ngày
Phương Dung,Đã tham gia 5 năm,"Đã viết
16 Đánh giá",Cực kì hài lòng,,,Sách rất hay!,Đánh giá vào 1 năm trướcĐã dùng 17 phút
Nguyễn Thắng,Đã tham gia 1 năm,"Đã viết
1 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 9 tháng trướcĐã dùng 5 tháng
Nguyễn Thị Kiều Anh,Đã tham gia 6 năm,"Đã viết
84 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",,Đánh giá vào 9 tháng trướcĐã dùng 1 tháng
Huỳnh Việt An,Đã tham gia 10 năm,"Đã viết
50 Đánh giá",Cực kì hài lòng,,"In ấn/màu sắc rõ nét, Khổ sách nhỏ gọn, dễ mang đi, Nội dung sách hấp dẫn, bổ ích, Trình bày/Bố cục dễ hiểu",,Đánh giá vào 9 tháng trướcĐã dùng 3 tháng
Ngôn Lê,Đã tham gia 1 năm,"Đã viết
3 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 9 tháng trướcĐã dùng 1 tháng
Nguyễn Thị Cẩm Hường,Đã tham gia 5 năm,"Đã viết
6 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 9 tháng trướcĐã dùng 12 ngày
Phạm Thị Kiên Giang,Đã tham gia 5 năm,"Đã viết
66 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 9 tháng trướcĐã dùng 2 ngày
Ú Ù,Đã tham gia 6 năm,"Đã viết
8 Đánh giá",Cực kì hài lòng,,,,Đánh giá vào 9 tháng trướcĐã dùng 6 ngày
